h_tag,group_name,id_shape,n_relay_instances,relays_or_relay_keys
999d831a-1518-48,James Fairweather's Highlighter,human-readable slug,1,wss://nip29.f7z.io
a2249edf-2ee4-4b,Palavra de Satoshi's Highlighter,human-readable slug,1,wss://nip29.f7z.io
a3cd0527-3dcd-42,The Bitcoin Zodiac Podcast 's Highlighter,human-readable slug,1,wss://nip29.f7z.io
a3de6b6c-7ed3-46,James Fairweather's Highlighter,human-readable slug,1,wss://nip29.f7z.io
acfeaea6e51420e8068fac446ca9d17d7a9ef6a5d20d93894e50fee3d4902a84,,random hex-64,1,wss://strfry.ymir.cloud
adhd,ADHD,human-readable slug,1,wss://nip29.f7z.io
ayspeyslothoo,,random letters,1,wss://strfry.ymir.cloud
b46af6b3-4f53-43,Dug's Highlighter,human-readable slug,1,wss://nip29.f7z.io
bitcoin,bitcoin,human-readable slug,1,wss://groups.satsdisco.com
c4bad5113fa7,ADHD stuff,random hex-12,1,wss://nip29.f7z.io
c90bb4bc-67ef-40,Untitled,human-readable slug,1,wss://nip29.f7z.io
ccba5383-9095-4f,Promethean Softwar Sovereign's Highlighter,human-readable slug,1,wss://nip29.f7z.io
d446ad,RxJS and nostr,random hex-6,1,wss://groups.hzrd149.com
dc105660-e591-47,,human-readable slug,1,wss://nip29.f7z.io
dd8a71be-2748-4c,Jane Mayfield's Highlighter,human-readable slug,1,wss://nip29.f7z.io
e474b197-0da1-4c,Phronesis' Analytics,human-readable slug,1,wss://nip29.f7z.io
e71f680e23702163,,random hex-16,1,wss://nip29.f7z.io
e756a5fe-c2d0-44,The Bitcoin Zodiac's Highlighter,human-readable slug,1,wss://nip29.f7z.io
fa96d6f796bc3c81,,random hex-16,1,wss://nip29.f7z.io
fbeb576c-0b2c-4a,NiPPuR's Highlighter,human-readable slug,1,wss://nip29.f7z.io
fe084b2590da7390,,random hex-16,1,wss://nip29.f7z.io
fea1dd21-605d-49,Palavra de Satoshi's Highlighter,human-readable slug,1,wss://nip29.f7z.io
oycleloughr,nak,random letters,1,wss://pyramid.fiatjaf.com
oysloughfidr,Igneous is Bliss,random letters,1,wss://spatia-arcana.com
signal-over-noise,Signal over noise,human-readable slug,1,wss://nip29.f7z.io
000521956cde24411a94fe9736a1bc2a7b30c697e9cb254fafaf21e3647e3992,cornpopcorn’s group,random hex-64,1,wss://groups.0xchat.com
0038482c87708cb316de31c1ccade71ff892230271afe0d00082372f2d207651,tchat,random hex-64,1,wss://groups.0xchat.com
003f2487c9c411579a4abc238cfb337e81d86bc18a11fa7ab5611efe59a5e0c7,opengroup1014,random hex-64,1,wss://groups.0xchat.com
00e90f8b6d7546cb,,random hex-16,1,wss://groups.yugoatobe.com
010e6db6bed4cab08344e248937119e7dc9a7ad27223553ee6e9e21895bdc630,test create group,random hex-64,1,wss://groups.0xchat.com
016549c04502942c0cb3ae1af1809420b53669a8b7693035e77067693589d137,closed4,random hex-64,1,wss://groups.0xchat.com
018240274963118308,Test12345,numeric id,1,wss://groups.0xchat.com
01c71b7ed67838785b47a687cd77c427b84688124067e28550c8ba228c250e13,读简堂,random hex-64,1,wss://groups.0xchat.com
02748c32d29136ee674f60d00700794d1e5da427f7acd54781c936db7290fdb2,sssss,random hex-64,1,wss://groups.0xchat.com
0287c38e3f13f7f8,,random hex-16,1,wss://groups.yugoatobe.com
02b160aacd673d54a1dedea33bc3697231290d1e92ad6e192ad757ca41df4e0c,BTC UK,random hex-64,1,wss://groups.0xchat.com
02e3e7a903335427,,random hex-16,1,wss://groups.satsdisco.com
02ff64,KC Bitcoiners,random hex-6,1,wss://groups.hzrd149.com
030d3ab1f3b9a4cc2354c2ad788a86fbda4affd4ae0cb7430a2eba4b66028c2d,是不是又,random hex-64,1,wss://groups.0xchat.com
0342e576f8a9a7d30a3198ebc9046f490b5027ee1b97af0a4cccf4615c7f366d,groop,random hex-64,1,wss://groups.0xchat.com
037d6f754bbbd50d,,random hex-16,1,wss://groups.yugoatobe.com
03a2bec6ed2c20484da38c42948654c8f205d231fcb75613a5b4b9d02810d211,,random hex-64,1,wss://groups.0xchat.com
03a691af8703415fff714ebf7cd6704555dc2a357b2eed8ee2845dd0b233c63d,a,random hex-64,1,wss://groups.0xchat.com
03b992c8c6919e7aff5c13a5fd995a97fa66915ae560ee83f2ef8b997c6fa35b,Ахилар,random hex-64,1,wss://groups.0xchat.com
03e1507c328fd7f81a5282a0a549a3bc100feec9871cf699f3a9e2692cbefe9b,!!!,random hex-64,1,wss://groups.0xchat.com
04064290275826621,1T1,numeric id,1,wss://groups.0xchat.com
046e994f5b4eae2cbd31e5fded6d82b93ba3d27699657ed87f42e605c146e7d2,close3,random hex-64,1,wss://groups.0xchat.com
04b27cf4ddb8d285e2ee866779a2dea8c045d3d4398844a3636bbb466a82a0c7,test aaabbb,random hex-64,1,wss://groups.0xchat.com
04d4d531723c06be5a60f5be2a47fb6ec3881ecb58fd883e4cc945cda5fb83fe,てすとてすとてすと,random hex-64,1,wss://groups.0xchat.com
04d85b12228f656b,huga huga,random hex-16,1,wss://groups.0xchat.com
05a4b61e6d4f7bc4,,random hex-16,1,wss://groups.satsdisco.com
05b5d2e3bf397d3e,teste Agora,random hex-16,1,wss://groups.0xchat.com
05e841c1e735ef032c879d262aa47b8ced040803dd5a53502c3ca5b6872b9496,Testing WhyB,random hex-64,1,wss://groups.0xchat.com
0613e3bf0dee67f997ba826a18e71596f4f421f24b17547d1aa08a752b49592d,test,random hex-64,1,wss://groups.0xchat.com
061a56ead07c699fd7626b522cae4bc36cdbc96ab522ee140e834aeea0fc9e83,xxx,random hex-64,1,wss://groups.0xchat.com
06315df3b2d14af5788a4b021bd3ebb5d11e4d967dabad6f8617f21432a21e0c,Relais de SESSION,random hex-64,1,wss://groups.0xchat.com
06327235814d972753e13dde82a6450ced906d2fcec29a164d0a8d4dc909665e,TAREAS,random hex-64,1,wss://groups.0xchat.com
0676b39b1a94f63bf0d845ca4bead330845327f1051838e8f83983da7c602760,Swiss Chit chat,random hex-64,1,wss://groups.0xchat.com
0679615a85bf8cb3,Test@,random hex-16,1,wss://groups.0xchat.com
06bf222e52d77e67fba57e5eb675460f6c43a277c8308ff06512756214430ab4,Ha,random hex-64,1,wss://groups.0xchat.com
06e04f60b288f67e6d5395aaa7f7795e464636fb2ae5c5950a974127caac7a88,Campervan nomads,random hex-64,1,wss://groups.0xchat.com
06f2c83e986bcc5fef728d67fea37af5642cd96d53d5301d5f88ae87b4c53534,satstonerz,random hex-64,1,wss://groups.0xchat.com
07732081676573888,Test,numeric id,1,wss://groups.0xchat.com
08507cae35404a71,,random hex-16,1,wss://groups.0xchat.com
089daaffaa70873d,,random hex-16,1,wss://groups.0xchat.com
08c506007f3f68c1ea376de6edb3ae44b69837e82f2876de8862d663e68ecf24,ccj,random hex-64,1,wss://groups.0xchat.com
08db4b12ebb55290aabaa2d8f29ef6c1e9a0f3d6532b6448c27b60434e7e32cd,1.3.4.group.online,random hex-64,1,wss://groups.0xchat.com
090fd4902a497aeea26ff9e70f2647e18280335462e0871a2f1e3782ffd7d117,,random hex-64,1,wss://groups.0xchat.com
09660640000216936,,numeric id,1,wss://groups.0xchat.com
0971ddd86386491aff5472c468ab284326bdbdddb59272782448b39d23086470,test ,random hex-64,1,wss://groups.0xchat.com
09d3376d7c9d4de9,,random hex-16,1,wss://groups.0xchat.com
09e356d91dfe64b25dde8eee2d2046319f7075305b8fe13248f514f9aaaf4e74,hehe,random hex-64,1,wss://groups.0xchat.com
09f1b4714fec47814a9c8c09b646ea16196246f390f9016d1511b808401724ee,～～,random hex-64,1,wss://groups.0xchat.com
0CED3128-A0CF-4B85-A92F-920B9C570354,テスト7,human-readable slug,1,wss://groups.yugoatobe.com
0a2260,,random hex-6,1,wss://groups.fiatjaf.com
0a3991,blossom,random hex-6,1,wss://groups.hzrd149.com
0a3dad249f4eda40541f9242fa20ef31399d3dcdf3705dea5b8f59e137bae0c5,PerCoders,random hex-64,1,wss://groups.0xchat.com
0a4fb1eb9972d92b1f1c2ad055aa54657460d539be220318e60dab79b1ddc2c8,,random hex-64,1,wss://groups.0xchat.com
0aa6881785721955,,random hex-16,1,wss://groups.yugoatobe.com
0adcb08672cdbcdf,,random hex-16,1,wss://groups.satsdisco.com
0b4c35e1f2551cf3,Test445,random hex-16,1,wss://groups.0xchat.com
0b9e5ff8bd59de6d6238cd78207601947ee7e231d3fd9d3b10cbb7bb98c13cf2,💸,random hex-64,1,wss://groups.0xchat.com
0bdfff7a01de485de1343b83ec11b0d66d92e4d75e8c5851a05dab288be4f0aa,,random hex-64,1,wss://groups.0xchat.com
0c32bf7007184bc4,,random hex-16,1,wss://groups.satsdisco.com
0c3c7d8af2c463c9135e196c1c14fa178a75719ec772f192b3af6d793dd6cc38,Aceita Bitcoin ,random hex-64,1,wss://groups.0xchat.com
0c4f71658cd29ae2,,random hex-16,1,wss://groups.0xchat.com
0c5c5b55-7d07-4ebf-b218-a4901b412605,0c5c5b55-7d07-4ebf-b218-a4901b412605,uuid,1,wss://newlay.relay.tools
0c7088425b4bc22d8f029908e779df7ca691d1341ed0478d7eea1ddb705be422,哈哈,random hex-64,1,wss://groups.0xchat.com
0c8acbc03a445e3948b3b56f33975695e23168197b17306469bdce8902dfcda8,Decentralised chat ,random hex-64,1,wss://groups.0xchat.com
0ce8e16f5a610e955a4c5489e566188884ea0e215ec27c82834fcb6b9c2222d8,TestCloseGroup,random hex-64,1,wss://groups.0xchat.com
0d23c8cc91d809fe76041681a347cab9eda50a51c65c0a1b209e1a5fe52c9ef7,asd test,random hex-64,1,wss://groups.0xchat.com
0d24b19985b09f43,,random hex-16,1,wss://groups.0xchat.com
0d8ec03665bc8981,,random hex-16,1,wss://groups.satsdisco.com
0db0367cff77869b,,random hex-16,1,wss://groups.0xchat.com
0dc7d150d64a22d6,Support liming,random hex-16,1,wss://groups.0xchat.com
0e0b1dc40ff8f26bb6ff3a4245f0eae0d9e8cfceba35152df2aaea340951607a,Glava,random hex-64,1,wss://groups.0xchat.com
0e2be7ae24b0434aaba08a13f49c3d84475969c96c220094e7455cf56c9dbf56,BitcoinWalk in Columbus Ohio,random hex-64,1,wss://groups.0xchat.com
0e3b1c,Gaea's Children,random hex-6,1,wss://groups.fiatjaf.com
0e52ac8ca723bcc3167b52a76020eaf09cb08aade333422d9d4bfdf058832a86,Crypto Laishu,random hex-64,1,wss://groups.0xchat.com
0e72aa,groups.nip29.com,random hex-6,1,key:00bb97ab
0e746e7dffb03b8d141eb964a2c9ac3d5805df44a9f2cd921283007ed3924d08,General Rants & News,random hex-64,1,wss://groups.0xchat.com
0ea9e14d7f031767bcde37b646f8d3097db54cf889a960ae0c39d48e2a7bba47,x,random hex-64,1,wss://groups.0xchat.com
0eb37d096bcaf732fb0f0411631d09d5dce1f9e04b565818bf401d81f9573311,,random hex-64,1,wss://groups.0xchat.com
0f3a6e7ca2fc9f03351be2c1500dd499b820d911f2bbbea00f203acb2677bb40,0830open,random hex-64,1,wss://groups.0xchat.com
0fcd6cce1ac3a8c18332f44d05f284babb4616d01d15dc6faca94ea979a2148c,Bollywood songs,random hex-64,1,wss://groups.0xchat.com
0fd79bd82fbf0d7b,azaza,random hex-16,1,wss://groups.0xchat.com
0lafhqLf3wwXohQx,AIArt,random alnum,1,wss://groups.0xchat.com
0mbaj103sccd,hello,random alnum,1,wss://groups.0xchat.com
0qaPeRJR1y1JbOyk,,random alnum,1,wss://relay29.notoshi.win
0sl9q6immu,,random alnum,1,wss://groups.0xchat.com
0x0tLAXmNmnTTTS7,Rabble Rousers ,random alnum,1,key:00bb97ab
10027f7a402b5ec5b5a45d148108157b8c64d0f6f63883f198ee1f93550c7042,隡佗发明了貝鍞(Satoshi invented Bitcoin),random hex-64,1,wss://groups.0xchat.com
102cacc820c2e1f1,,random hex-16,1,wss://groups.0xchat.com
102nc3tgyxc0wmolipg0,,human-readable slug,1,wss://groups.0xchat.com
1058ca742406e40efac4681772eb816298c76ffe474c08fb0f27599545526d87,The Survival Podcast Community ,random hex-64,1,wss://groups.0xchat.com
10da9f737383c0378230dac8f9ea2e1da2465cb95325720d8d5203383aea0f8f,test,random hex-64,1,wss://groups.0xchat.com
10db972a8654babf54f4bcd1cc76713be172c41eb5d3e0b1f170618fc9f9227f,group0905002,random hex-64,1,wss://groups.0xchat.com
11233e08cf4be8fd37124a66d3567b3b,WeLovePrivacy,random hex-32,1,wss://groups.0xchat.com
115033,StarCraft,random hex-6,1,wss://groups.fiatjaf.com
11619256747325979,test,numeric id,1,wss://groups.0xchat.com
11772a01c31d70eb8d8869d4f929460dfb6f940dfc009c420edf0af34826c555,test,random hex-64,1,wss://groups.0xchat.com
118e757e538b3ac8cb361cda6b82c314d4c5b8b06b3287d9c3020d88191c90d3, hjjgbbbhbjujj,random hex-64,1,wss://groups.0xchat.com
119057a5e208d8e7,,random hex-16,1,wss://groups.0xchat.com
11a1a23f51f389af1c6a08589bdac692e9033271f20ed5efebd085f1ebb0d78d,,random hex-64,1,wss://groups.0xchat.com
120999288eb80fc0d26564dcfc4d34480daa623f55933427c75907bb56c0726b,amburadul,random hex-64,1,wss://groups.0xchat.com
1229ccb44ea7093b85ba8360e867fe4acf887d3fd8db5e0020222dbd9065cae8,,random hex-64,1,wss://groups.0xchat.com
1241e30efd5e33b3d80c90e6edf82a4e9ff288e1554db78acd05c7d4697a7e54,grupo de incha,random hex-64,1,wss://groups.0xchat.com
126218d04778cbe86187cc659ee56758db28f0472cea7c299d6ec44c3722e6f0,Парочка,random hex-64,1,wss://groups.0xchat.com
12843664346001282,voice-chat,numeric id,1,wss://pyramid.fiatjaf.com
129be45b4c641e1555742b17c17834c68dc65badc712355c33462c7e48c56242,,random hex-64,1,wss://groups.0xchat.com
12d0b9ecfd2510419009d1afd1af94605eb0991d24ae024b82d1ecb03c7ec9a6,,random hex-64,1,wss://groups.0xchat.com
12f8f318,,random hex-8,1,wss://groups.0xchat.com
13280218246181108,Test123,numeric id,1,wss://groups.0xchat.com
1352b6805378d9b44e34a095a3c17d6f418a520ebf94abbd940ec1e77c68d935,test group,random hex-64,1,wss://groups.0xchat.com
1366f15eedb709760468a71f4eb7b41e1db2105f7e5de30bbb3100ae7e79c01a,test,random hex-64,1,wss://groups.0xchat.com
13e4f33418de681d,Test 1,random hex-16,1,wss://groups.0xchat.com
13fd4fe886b1610e06e24b346a1cb72b6196efd7d7b7d1a505d28bc2618308f0,涵涵,random hex-64,1,wss://groups.0xchat.com
14130234563112465,Indonesia,numeric id,1,wss://groups.0xchat.com
14424957f7da193e5becf79028b743f0dcf1a8188e07fc8ff29c1dedd56d4f94,TestCloseGroup,random hex-64,1,wss://groups.0xchat.com
14447f9e93d140dd69604e21c6381b1436e250ae72b815320ffef152bb5c8ae1,tray,random hex-64,1,wss://groups.0xchat.com
1459366d6b8b366228b9afaa0bbb6b98b45d3ccc9054d343ba70dfa2014cbcb2,Wstęp BEZPROPAGANDOWO,random hex-64,1,wss://groups.0xchat.com
14882a0fb6bd3653fbda2a293c66e21534143cf2689bdb16733ea8088a360f77,Nothen,random hex-64,1,wss://groups.0xchat.com
14b5c4c876fa3dc878e1b6d86170dd790303fe250a26cbb2357d4e3357122d82,test,random hex-64,1,wss://groups.0xchat.com
14d56e3670624ea1ba783602a9879a9d6635ed1857a2802ea60e63840c50b82d,нннннн,random hex-64,1,wss://groups.0xchat.com
14fd1a2f8413fc23,,random hex-16,1,wss://groups.0xchat.com
14fedb0e296c8a983e6ee6a8a4e423b41aacbe6c2e99a48f73213b4fd158438c,Brasil Libertário ,random hex-64,1,wss://groups.0xchat.com
152970b0960b4eb9d5230fd2e5c1e0951eb7504b0ff93e94b0fb0fbb39ed3298,Soberanía + economía,random hex-64,1,wss://groups.0xchat.com
153a65620a24bb6490d47c2178ee4c082bf8ae10faa66fa6344f452064ccc72a,mom,random hex-64,1,wss://groups.0xchat.com
156ff86201953544ddc7d0669de4f531c91d43bef6862da6f026f72f0a269693,Client Focused DEV,random hex-64,1,wss://groups.0xchat.com
1594906815759518,bot_battles,random hex-16,1,wss://groups.satsdisco.com
15b86ba690352d7e1035f2247e3bf9949812e6946a3483cc948469ada989f47d,test 2,random hex-64,1,wss://groups.0xchat.com
16220ad325298f7aad5b120535a28b0a0fbff316a708b7ede3b6b943ca30bbab,Primal,random hex-64,1,wss://groups.0xchat.com
1651db5e30c99ed0c550a36a048357a8,IPTV 🇨🇵,random hex-32,1,wss://groups.0xchat.com
1656be57fad27104,Only Instrumentals,random hex-16,1,wss://relay.zapclub.io
16b1df96136b5a3e2612610da5d7b8f47970a8e9718cbf52158e0e155f49555a,Alexaa/Tattoo Moscow,random hex-64,1,wss://groups.0xchat.com
16e99c173423b8fb2cca007698353db0aceadc82b0b20008c3417928e0de2eb3,testr,random hex-64,1,wss://groups.0xchat.com
17043fb055a99bae6418218120257c155764247065c5b234de1b51e2ae899359,,random hex-64,1,wss://groups.0xchat.com
1735541313003-asdfasdf,asdfasdf,human-readable slug,1,key:76c71aae
1735541589652-asdfasdfljasld,asdfasdfljasld,human-readable slug,1,key:76c71aae
175d224b37541e7b1a48b59b2888807530bc1f15daf7f3bc4fe1097660ebf8e3,Factorio must grow,random hex-64,1,wss://groups.0xchat.com
17631ef7522e85e2ec06c24214938f94743aca35f875dece9c35115352906582,ppooo,random hex-64,1,wss://groups.0xchat.com
17773997295958577,Get Feedback,numeric id,1,wss://budabit.nostr1.com
17b507769f0bcd25fbeb168632e2224fc1fef7dd067a55ad861f0f2bcf9513f9,Nostr Nederland,random hex-64,1,wss://groups.0xchat.com
17bo9dus251ajthw3o0o,投资交流,human-readable slug,1,wss://groups.0xchat.com
1805953a3f808f47bf1d55ef8583ba5bfdb57820e034310c1b3ed2f2c8bc0bef,teste,random hex-64,1,wss://groups.0xchat.com
1807409d07c8b6f76f0460d5b1b594bb0d697bce303bf71dc817dba9c3f99b55,#DocChain 👨🏻‍⚕️🏥,random hex-64,1,wss://groups.0xchat.com
1814b0e025628103d0e3062c0d6e7bb1338eca9606dc21a63fa7c36553124131,qqqqqqqq,random hex-64,1,wss://groups.0xchat.com
1827778ba8ce3c14,,random hex-16,1,wss://groups.satsdisco.com
1878ee5a0e0ae56c,,random hex-16,1,wss://groups.satsdisco.com
18b45562b39f46d89a8825d3c5b263aba3158f00b8b2ca7c568075c0f94e91d4,Spice,random hex-64,1,wss://groups.0xchat.com
18e0ac744d19dbdeafbdf094743e41f8e3f4fad71becc201ed540abf2bf32589,trat ,random hex-64,1,wss://groups.0xchat.com
193719a579a41fd94d23f5f19dfafc8e47c1f9885ec1dcfda8d7f0baa8b3a2cd,DMT (N-Dimethyltryptamine),random hex-64,1,wss://groups.0xchat.com
1949ce5e24da9820a488bda72410d0d177d51f7db6570dd688a55cf7cf393d79,开放大学,random hex-64,1,wss://groups.0xchat.com
1C997A5C-4E72-4151-A4A3-AEC1EF995EB9,てすと15,human-readable slug,1,wss://groups.yugoatobe.com
1a1be2dd9b8d37446c6e61c293ab14118295cc7216c7b1fddcb55fbc91ba78bf,Bitcoin London,random hex-64,1,wss://groups.0xchat.com
1ab83fe906716db2bd2135c56ba8156236b67470e4bcc226301d1e8db9d3db0d,Le nom du groupe a changé ,random hex-64,1,wss://groups.0xchat.com
1ae37298812b24d64411674a01f528f1f91b2c72a6c5eabddc6b6a0cbd96ef1b,potabrowser,random hex-64,1,wss://groups.0xchat.com
1b42884c-8e1b-44eb-b0c8-8ab229328233,,uuid,1,wss://groups.0xchat.com
1b50efdc4edf81ea4287d03c659a6edfefb4b6615792715b12cc562661665a57,core 4,random hex-64,1,wss://groups.0xchat.com
1b58fdec16a297c2,tesst,random hex-16,1,wss://groups.0xchat.com
1b601d8d519cea6f67f1aeff5a2222dba9f70b7e96b2bc60103701a4e4407776,,random hex-64,1,wss://groups.0xchat.com
1c4b2414dbdab95bc98b05cf98b08e09cf92229c482a7c1a1d79dd5aefe68eaa,M350,random hex-64,1,wss://groups.0xchat.com
1c57287fab2eafa7eac733baefd0bf35e4baf164937c9dfb0c5bbff0b91e967e,pedo group,random hex-64,1,wss://groups.0xchat.com
1c5ff3caacd842c01dca8f378231b16617516d214da75c7aeabbe9e1efe9c0f6,,random hex-64,1,wss://strfry.ymir.cloud
1c84eac3-a0de-4632-a593-bbcc006ca4cc,smoke-harness,uuid,1,wss://newlay.relay.tools
1c8d6b2923c468ca1414c39d945fa55be4917b296cc6bdf23838f4e818024963,chat in private,random hex-64,1,wss://groups.0xchat.com
1caa428dc385f4e4dd38862cb0c4e670b48d2c16d6a98a10a4c452dcbfd05c84,test reactions ,random hex-64,1,wss://groups.0xchat.com
1cbc9bab9073c391749a12e228b3828fababe8678d8cfacca852de4f6465ced5,Albany Chat (Closed),random hex-64,1,wss://groups.0xchat.com
1d63242e3e7e0634fb12261b59e7575d412c8a2d356ad7b769d0c4992dfe657a,FOSSCAD,random hex-64,1,wss://groups.0xchat.com
1e566bb65296cc60774b0533a1c3bef821e0e9a37f0b05cb8c52625a5cb44854,Social bookmark link NIP initiative,random hex-64,1,wss://groups.0xchat.com
1e6358edf56c441a,,random hex-16,1,wss://groups.satsdisco.com
1e7dad,flobby25!,random hex-6,1,wss://relay29.notoshi.win
1e952378c6919b987d85b6745978dc72cd1cd8d9b1bad7916762e4b27bb38d2a,10,random hex-64,1,wss://groups.0xchat.com
1eb558418a504c8fa2892c345b5f558021f57617207136abda468425db83d0c2,Treasures of Daily Bread,random hex-64,1,wss://groups.0xchat.com
1f0f159b9c2fb728,,random hex-16,1,wss://groups.satsdisco.com
1f34141b58e27abde44ef937c8efe96431c3fa7cc99a70a6e3cf3b1998156517,JuiceDrops V2,random hex-64,1,wss://groups.0xchat.com
1f6a46f8127c1db3566a3987cbc7a030e61955b1b395afbe413bc69006f729e5,,random hex-64,1,wss://groups.0xchat.com
1f82106d13e55e31c817f93c0fd2589c45fb8f375211812e9f3d57f959e737fb,Test,random hex-64,1,wss://groups.0xchat.com
1f992f6c8708c5f9,,random hex-16,1,wss://groups.0xchat.com
1fbf6474094ae7e8,,random hex-16,1,wss://groups.yugoatobe.com
1fc55f3c654c7c27,random,random hex-16,1,wss://armada.dreamith.to
1fca5bb2-7b6d-4935-a404-3d7be11c1aeb,1fca5bb2-7b6d-4935-a404-3d7be11c1aeb,uuid,1,wss://newlay.relay.tools
1fd440681f7e3e397e808f9d05520f77e67a6b334b6cd2375c9df4b7adbcd971,Sevilla Bitcoin Only,random hex-64,1,wss://groups.0xchat.com
1fe5e49a8289082b0cdc8aac2ea1f4ded48850379a9205b04c3079b26545a732,Me only group,random hex-64,1,wss://groups.0xchat.com
1iwpuIdviJeXEGTe,Linux,random alnum,1,wss://groups.0xchat.com
1kFefAOIecPMqvvA,Circuitry Hub Insights,random alnum,1,wss://groups.0xchat.com
1zmin86fs4c7,Agent's room,random alnum,1,wss://chat.wisp.talk
200c39bd98274455,,random hex-16,1,wss://groups.0xchat.com
20c89f44dd634a48ef641ae3ba74d9e665bbbe0eeb234f19a8859344551282a0,💰牛超瘋💰,random hex-64,1,wss://groups.0xchat.com
212aa3cc502e9a99,,random hex-16,1,wss://groups.0xchat.com
214342e4ace3b059205c413a5e7ab0e887d78a5ec9919e41cdc55847a8efe4f2,,random hex-64,1,wss://groups.0xchat.com
214cf9247330f99b3e3e8654aa24734999494f7cd4f0a797575487ee0d6bfcbd,Brasileiro,random hex-64,1,wss://groups.0xchat.com
219c665725d23858,,random hex-16,1,wss://groups.0xchat.com
21dcd3a56a451f3c2880c4325567665b1fb058440d7ca09593a6c9296669c8ab,,random hex-64,1,wss://groups.0xchat.com
21ea6cd094c460de20642cdd17aa43d41d252c2a769267bd44ba80aaa8ef3692,플렙카르텔,random hex-64,1,wss://groups.0xchat.com
221af18789b3c64f,Eutonaágua,random hex-16,1,wss://groups.0xchat.com
22214abb53436080b64dccf49deb291185fa2d6b8671980f12d948c1bf148f17,The UwU Crew,random hex-64,1,wss://groups.0xchat.com
2232e31a431dbe84,,random hex-16,1,wss://groups.satsdisco.com
22373fb79f5162c3a745365fcd1a266319cc82741d3e0baa29126ccbd36cd497,—-,random hex-64,1,wss://groups.0xchat.com
228cf0a26846c99abef9a033ff1723c6,inter,random hex-32,1,wss://relay.scuba323.com
22b64aa8792587f1d08d868f55b8789cb52a4c1c3c0f55700c6610e7abbd9e5e,prueba,random hex-64,1,wss://groups.0xchat.com
232f1f3d1b6477fd3013f8be97c1740c8bf76a14b89e756c8ce1c9a6289da5cf,sex,random hex-64,1,wss://groups.0xchat.com
23455117079000176,chuva,numeric id,1,wss://pyramid.fiatjaf.com
238f5f85568c108eab78abc860c58049da74002ba9a1542a63cb3f40621491e6,940707,random hex-64,1,wss://groups.0xchat.com
23db16413b2afb1564d74ddced4cb8a0bce7681880939588cb86945571a0f07f,Test♻️,random hex-64,1,wss://groups.0xchat.com
23f0b44fce4c064ac50baba7698315e71f7c5c250735f983fc120dfeb7425ef7,PPRGB ,random hex-64,1,wss://groups.0xchat.com
23f1ef,CENTRAL MACATUBA,random hex-6,1,wss://groups.fiatjaf.com
23fe5f5206e16e00,,random hex-16,1,wss://groups.0xchat.com
24405ffc30043cec1d75dd8258b2a1fe608c8107cab8f0175c43f078aadbadf0,Bitcoiners Bulgaria,random hex-64,1,wss://groups.0xchat.com
244f30b4d9cf9a3c52f2e56ef46f41f950000ef35d6a8bc85a74bf09d1bd77bb,testnewgroup,random hex-64,1,wss://groups.0xchat.com
247dfd22950aa6140677be8af14eaada1dcaa98ebd50efe21a325d6918d6b7eb,BTC-Col,random hex-64,1,wss://groups.0xchat.com
24895e82bea9f72204bd9d393231c1ee92f5ce049bffac0c50004eb2b56bab88,Nostr 勉強会,random hex-64,1,wss://groups.0xchat.com
24a296f938334d1b,,random hex-16,1,wss://groups.0xchat.com
24bf4b2785c81d7e21164a259afbb092b26dd110bcd3281aac81fc0694ea3405,Gardening,random hex-64,1,wss://groups.0xchat.com
24d93ca42f86d90f0ac89e2386284f7408d24f03bab6fdbd511f3d428c34d0f8,1144test,random hex-64,1,wss://groups.0xchat.com
24f1733de52bb812cc744096880658f392dd12aaa662be015fb58ffef6cadcc1,0xChat closed,random hex-64,1,wss://groups.0xchat.com
2512126d7de1bd4a1530bc2f3b4fe2c46d7df81625e66f07b326dc5ee33c8933,,random hex-64,1,wss://strfry.ymir.cloud
25304452b88b9edc,,random hex-16,1,wss://groups.yugoatobe.com
2539eaee251d24d4f49723421c43b42d76fe1dc00b10d08efe8a60d369362973,yugotest,random hex-64,1,wss://groups.0xchat.com
25457aabd42e15c25c6a206991f7fd69fd5a328c4771ce5718f8bc13a2ff3eee,,random hex-64,1,wss://groups.0xchat.com
26009600-1323-43b9-897b-6ad7a683e575,,uuid,1,wss://strfry.ymir.cloud
261b5ed87c8f4a40,,random hex-16,1,wss://groups.0xchat.com
